"Both sexes","65 years and over","Tanzania, United Republic of",18,20
"Both sexes","65 years and over","Togo",1,0
"Both sexes","65 years and over","Tunisia",3,6
"Both sexes","65 years and over","Uganda",9,20
"Both sexes","65 years and over","Zambia",9,18
"Both sexes","65 years and over","Zimbabwe",68,99
"Both sexes","65 years and over","Other Africa",40,60
"Both sexes","65 years and over","Afghanistan",4,18
"Both sexes","65 years and over","Bahrain",1,2
"Both sexes","65 years and over","Bangladesh",8,16
"Both sexes","65 years and over","Myanmar",15,24
"Both sexes","65 years and over","China",93,112
"Both sexes","65 years and over","United Arab Emirates",0,3
"Both sexes","65 years and over","Georgia",7,16
"Both sexes","65 years and over","Hong Kong",67,117
"Both sexes","65 years and over","India",373,479
"Both sexes","65 years and over","Indonesia",20,26
"Both sexes","65 years and over","Iran, Islamic Republic of",52,69
"Both sexes","65 years and over","Iraq",74,113
"Both sexes","65 years and over","Israel",9,9
"Both sexes","65 years and over","Japan",27,29
"Both sexes","65 years and over","Jordan",0,2
"Both sexes","65 years and over","Kazakhstan",4,12
"Both sexes","65 years and over","Kuwait",2,7
"Both sexes","65 years and over","Lao People's Democratic Republic",3,34
"Both sexes","65 years and over","Lebanon",7,14
"Both sexes","65 years and over","Malaysia",70,97
"Both sexes","65 years and over","Mongolia",1,1
"Both sexes","65 years and over","Nepal",3,4
"Both sexes","65 years and over","Oman",0,1
"Both sexes","65 years and over","Pakistan",71,174
"Both sexes","65 years and over","Philippines",56,162
"Both sexes","65 years and over","Saudi Arabia",3,5
"Both sexes","65 years and over","Singapore",17,29
"Both sexes","65 years and over","Korea, Republic of",1,7
"Both sexes","65 years and over","Sri Lanka",37,52
"Both sexes","65 years and over","Syrian Arab Republic",9,26
"Both sexes","65 years and over","Taiwan, Province of China",0,2
"Both sexes","65 years and over","Thailand",9,12
"Both sexes","65 years and over","Uzbekistan",4,5
"Both sexes","65 years and over","Vietnam",67,82
"Both sexes","65 years and over","Other Asia",27,43
"Both sexes","65 years and over","United States",2015,2248
"Both sexes","65 years and over","Argentina",31,40
"Both sexes","65 years and over","Brazil",36,55
"Both sexes","65 years and over","Canada",183,248
"Both sexes","65 years and over","Chile",15,20
"Both sexes","65 years and over","Colombia",6,19
"Both sexes","65 years and over","Cuba",4,8
"Both sexes","65 years and over","Guatemala",2,4
"Both sexes","65 years and over","Jamaica",12,18
"Both sexes","65 years and over","Mexico",7,17
"Both sexes","65 years and over","Peru",5,13
"Both sexes","65 years and over","Trinidad and Tobago",32,44
"Both sexes","65 years and over","Venezuela",2,7
"Both sexes","65 years and over","Other America",48,73
"Both sexes","65 years and over","Australia",163,196
"Both sexes","65 years and over","New Zealand",74,101
